Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[disease]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[genotype]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_STDEV]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism]	Factor Value[cell type]	Factor Value[genotype]	Factor Value[disease]	Factor Value[protocol]
NW150519-XI_19	ERS2158508	SAMEA104547224	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_19	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_19	sequencing assay	ERX2321169	NW150519-XI_19.fastq.gz	NW150519-XI_19.fastq.gz	ERR2268332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268332/ERR2268332.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_23	ERS2158509	SAMEA104547225	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_23	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_23	sequencing assay	ERX2321170	NW150519-XI_23.fastq.gz	NW150519-XI_23.fastq.gz	ERR2268333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268333/ERR2268333.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_25	ERS2158510	SAMEA104547226	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_25	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_25	sequencing assay	ERX2321171	NW150519-XI_25.fastq.gz	NW150519-XI_25.fastq.gz	ERR2268334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268334/ERR2268334.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_26	ERS2158511	SAMEA104547227	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_26	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_26	sequencing assay	ERX2321172	NW150519-XI_26.fastq.gz	NW150519-XI_26.fastq.gz	ERR2268335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268335/ERR2268335.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_29	ERS2158512	SAMEA104547228	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_29	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_29	sequencing assay	ERX2321173	NW150519-XI_29.fastq.gz	NW150519-XI_29.fastq.gz	ERR2268336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268336/ERR2268336.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_30	ERS2158513	SAMEA104547229	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_30	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_30	sequencing assay	ERX2321174	NW150519-XI_30.fastq.gz	NW150519-XI_30.fastq.gz	ERR2268337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268337/ERR2268337.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_32	ERS2158514	SAMEA104547230	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_32	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_32	sequencing assay	ERX2321175	NW150519-XI_32.fastq.gz	NW150519-XI_32.fastq.gz	ERR2268338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268338/ERR2268338.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_36	ERS2158515	SAMEA104547231	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_36	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_36	sequencing assay	ERX2321176	NW150519-XI_36.fastq.gz	NW150519-XI_36.fastq.gz	ERR2268339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268339/ERR2268339.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_37	ERS2158516	SAMEA104547232	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_37	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_37	sequencing assay	ERX2321177	NW150519-XI_37.fastq.gz	NW150519-XI_37.fastq.gz	ERR2268340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268340/ERR2268340.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_38	ERS2158517	SAMEA104547233	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_38	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_38	sequencing assay	ERX2321178	NW150519-XI_38.fastq.gz	NW150519-XI_38.fastq.gz	ERR2268341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268341/ERR2268341.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_39	ERS2158518	SAMEA104547234	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_39	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_39	sequencing assay	ERX2321179	NW150519-XI_39.fastq.gz	NW150519-XI_39.fastq.gz	ERR2268342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268342/ERR2268342.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_40	ERS2158519	SAMEA104547235	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_40	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_40	sequencing assay	ERX2321180	NW150519-XI_40.fastq.gz	NW150519-XI_40.fastq.gz	ERR2268343	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268343/ERR2268343.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_42	ERS2158520	SAMEA104547236	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_42	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_42	sequencing assay	ERX2321181	NW150519-XI_42.fastq.gz	NW150519-XI_42.fastq.gz	ERR2268344	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268344/ERR2268344.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_47	ERS2158521	SAMEA104547237	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_47	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_47	sequencing assay	ERX2321182	NW150519-XI_47.fastq.gz	NW150519-XI_47.fastq.gz	ERR2268345	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268345/ERR2268345.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_48	ERS2158522	SAMEA104547238	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_48	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_48	sequencing assay	ERX2321183	NW150519-XI_48.fastq.gz	NW150519-XI_48.fastq.gz	ERR2268346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268346/ERR2268346.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_49	ERS2158523	SAMEA104547239	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_49	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_49	sequencing assay	ERX2321184	NW150519-XI_49.fastq.gz	NW150519-XI_49.fastq.gz	ERR2268347	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268347/ERR2268347.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_50	ERS2158524	SAMEA104547240	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_50	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_50	sequencing assay	ERX2321185	NW150519-XI_50.fastq.gz	NW150519-XI_50.fastq.gz	ERR2268348	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268348/ERR2268348.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_51	ERS2158525	SAMEA104547241	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_51	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_51	sequencing assay	ERX2321186	NW150519-XI_51.fastq.gz	NW150519-XI_51.fastq.gz	ERR2268349	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268349/ERR2268349.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_52	ERS2158526	SAMEA104547242	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_52	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_52	sequencing assay	ERX2321187	NW150519-XI_52.fastq.gz	NW150519-XI_52.fastq.gz	ERR2268350	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268350/ERR2268350.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_55	ERS2158527	SAMEA104547243	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_55	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_55	sequencing assay	ERX2321188	NW150519-XI_55.fastq.gz	NW150519-XI_55.fastq.gz	ERR2268351	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268351/ERR2268351.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_56	ERS2158528	SAMEA104547244	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_56	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_56	sequencing assay	ERX2321189	NW150519-XI_56.fastq.gz	NW150519-XI_56.fastq.gz	ERR2268352	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268352/ERR2268352.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_57	ERS2158529	SAMEA104547245	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_57	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_57	sequencing assay	ERX2321190	NW150519-XI_57.fastq.gz	NW150519-XI_57.fastq.gz	ERR2268353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268353/ERR2268353.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_60	ERS2158530	SAMEA104547246	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_60	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_60	sequencing assay	ERX2321191	NW150519-XI_60.fastq.gz	NW150519-XI_60.fastq.gz	ERR2268354	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268354/ERR2268354.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_62	ERS2158531	SAMEA104547247	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_62	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_62	sequencing assay	ERX2321192	NW150519-XI_62.fastq.gz	NW150519-XI_62.fastq.gz	ERR2268355	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268355/ERR2268355.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_63	ERS2158532	SAMEA104547248	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_63	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_63	sequencing assay	ERX2321193	NW150519-XI_63.fastq.gz	NW150519-XI_63.fastq.gz	ERR2268356	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268356/ERR2268356.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_64	ERS2158533	SAMEA104547249	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_64	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_64	sequencing assay	ERX2321194	NW150519-XI_64.fastq.gz	NW150519-XI_64.fastq.gz	ERR2268357	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268357/ERR2268357.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_66	ERS2158534	SAMEA104547250	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_66	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_66	sequencing assay	ERX2321195	NW150519-XI_66.fastq.gz	NW150519-XI_66.fastq.gz	ERR2268358	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268358/ERR2268358.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_67	ERS2158535	SAMEA104547251	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_67	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_67	sequencing assay	ERX2321196	NW150519-XI_67.fastq.gz	NW150519-XI_67.fastq.gz	ERR2268359	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268359/ERR2268359.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_69	ERS2158536	SAMEA104547252	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_69	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_69	sequencing assay	ERX2321197	NW150519-XI_69.fastq.gz	NW150519-XI_69.fastq.gz	ERR2268360	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268360/ERR2268360.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_70	ERS2158537	SAMEA104547253	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_70	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_70	sequencing assay	ERX2321198	NW150519-XI_70.fastq.gz	NW150519-XI_70.fastq.gz	ERR2268361	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268361/ERR2268361.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_71	ERS2158538	SAMEA104547254	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_71	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_71	sequencing assay	ERX2321199	NW150519-XI_71.fastq.gz	NW150519-XI_71.fastq.gz	ERR2268362	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268362/ERR2268362.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_72	ERS2158539	SAMEA104547255	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_72	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_72	sequencing assay	ERX2321200	NW150519-XI_72.fastq.gz	NW150519-XI_72.fastq.gz	ERR2268363	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268363/ERR2268363.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_73	ERS2158540	SAMEA104547256	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_73	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_73	sequencing assay	ERX2321201	NW150519-XI_73.fastq.gz	NW150519-XI_73.fastq.gz	ERR2268364	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/004/ERR2268364/ERR2268364.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_75	ERS2158541	SAMEA104547257	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_75	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_75	sequencing assay	ERX2321202	NW150519-XI_75.fastq.gz	NW150519-XI_75.fastq.gz	ERR2268365	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/005/ERR2268365/ERR2268365.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_76	ERS2158542	SAMEA104547258	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_76	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_76	sequencing assay	ERX2321203	NW150519-XI_76.fastq.gz	NW150519-XI_76.fastq.gz	ERR2268366	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/006/ERR2268366/ERR2268366.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_77	ERS2158543	SAMEA104547259	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_77	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_77	sequencing assay	ERX2321204	NW150519-XI_77.fastq.gz	NW150519-XI_77.fastq.gz	ERR2268367	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/007/ERR2268367/ERR2268367.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_78	ERS2158544	SAMEA104547260	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_78	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_78	sequencing assay	ERX2321205	NW150519-XI_78.fastq.gz	NW150519-XI_78.fastq.gz	ERR2268368	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/008/ERR2268368/ERR2268368.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_79	ERS2158545	SAMEA104547261	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_79	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_79	sequencing assay	ERX2321206	NW150519-XI_79.fastq.gz	NW150519-XI_79.fastq.gz	ERR2268369	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/009/ERR2268369/ERR2268369.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_80	ERS2158546	SAMEA104547262	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_80	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_80	sequencing assay	ERX2321207	NW150519-XI_80.fastq.gz	NW150519-XI_80.fastq.gz	ERR2268370	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/000/ERR2268370/ERR2268370.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_81	ERS2158547	SAMEA104547263	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_81	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_81	sequencing assay	ERX2321208	NW150519-XI_81.fastq.gz	NW150519-XI_81.fastq.gz	ERR2268371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/001/ERR2268371/ERR2268371.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_82	ERS2158548	SAMEA104547264	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_82	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_82	sequencing assay	ERX2321209	NW150519-XI_82.fastq.gz	NW150519-XI_82.fastq.gz	ERR2268372	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/002/ERR2268372/ERR2268372.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
NW150519-XI_83	ERS2158549	SAMEA104547265	Homo sapiens	normal	GM07545	fibroblast	wild type genotype	cell	P-MTAB-71229	P-MTAB-71230	P-MTAB-71231	NW150519-XI_83	SINGLE	MNase	GENOMIC	not applicable	MNase-Seq	  	  	P-MTAB-71232	Karina Hoekstra-Wakker 	NW150519-XI_83	sequencing assay	ERX2321210	NW150519-XI_83.fastq.gz	NW150519-XI_83.fastq.gz	ERR2268373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR226/003/ERR2268373/ERR2268373.fastq.gz	102	52	Homo sapiens	fibroblast	wild type genotype	normal	Strand-Seq
